ref,state,constituency,img_link,won_status,votes,votes_percentage,name,party_name
2719,Uttar Pradesh,Ghosi(70),img/nota.jpg,,3518,( -499613),NOTA,None of the Above
2720,Uttar Pradesh,Azamgarh(69),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/DHARM-2024-20240501041004.jpg,won,508239,(+ 161035),DHARMENDRA YADAV,Samajwadi Party
2721,Uttar Pradesh,Azamgarh(69),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/DINES-2024-9662.jpg,lost,347204,( -161035),DINESH LAL YADAV “NIRAHUA”,Bharatiya Janata Party
2722,Uttar Pradesh,Azamgarh(69),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/MASHO-2024-10486.jpg,lost,179839,( -328400),MASHHOD SABEEHA ANSARI,Bahujan Samaj Party
2723,Uttar Pradesh,Azamgarh(69),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAVIN-2024-20240509024235.jpg,lost,3042,( -505197),RAVINDRA NATH SHARMA,Moulik Adhikar Party
2724,Uttar Pradesh,Azamgarh(69),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/PARAS-2024-9316.jpg,lost,2491,( -505748),PARAS YADAV,Jan Raajya Party
2725,Uttar Pradesh,Azamgarh(69),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SHASH-2024-10470.jpg,lost,2232,( -506007),SHASHIDHAR,Independent
2726,Uttar Pradesh,Azamgarh(69),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/MAHEN-2024-11572.jpg,lost,1905,( -506334),MAHENDRA NATH YADAV,Moolniwasi Samaj Party
2727,Uttar Pradesh,Azamgarh(69),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/VIJAY-2024-10565.jpg,lost,1735,( -506504),VIJAY KUMAR,Independent
2728,Uttar Pradesh,Azamgarh(69),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/PANKA-2024-9951.jpg,lost,1599,( -506640),PANKAJ KUMAR YADAV,Independent
2729,Uttar Pradesh,Azamgarh(69),img/nota.jpg,,6234,( -502005),NOTA,None of the Above
2730,Uttar Pradesh,Lalganj(68),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/DAROG-2024-9643.jpg,won,439959,(+ 115023),DAROGA PRASAD SAROJ,Samajwadi Party
2731,Uttar Pradesh,Lalganj(68),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/NEELA-2024-9611.jpg,lost,324936,( -115023),NEELAM SONKER,Bharatiya Janata Party
2732,Uttar Pradesh,Lalganj(68),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/INDUC-2024-10244.jpg,lost,210053,( -229906),INDU CHAUDHRI,Bahujan Samaj Party
2733,Uttar Pradesh,Lalganj(68),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/GANGA-2024-10944.jpg,lost,12271,( -427688),GANGADEEN,Communist Party of India
2734,Uttar Pradesh,Lalganj(68),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/BALIN-2024-11141.jpg,lost,4158,( -435801),BALINDAR,Janta Kranti Party (Rashtravadi)
2735,Uttar Pradesh,Lalganj(68),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SUSHM-2024-11151.jpg,lost,2626,( -437333),SUSHMITA SAROJ,Independent
2736,Uttar Pradesh,Lalganj(68),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAMPY-2024-10262.jpg,lost,2341,( -437618),RAM PYARE SHARAN VIJAITA,Independent
2737,Uttar Pradesh,Lalganj(68),img/nota.jpg,,7094,( -432865),NOTA,None of the Above
2738,Uttar Pradesh,Sant Kabir Nagar(62),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/LAXMI-2024-11607.jpg,won,498695,(+ 92170),LAXMIKANT PAPPU NISHAD,Samajwadi Party
2739,Uttar Pradesh,Sant Kabir Nagar(62),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/PRAVE-2024-11104.jpg,lost,406525,( -92170),PRAVIN KUMAR NISHAD,Bharatiya Janata Party
2740,Uttar Pradesh,Sant Kabir Nagar(62),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/NADEE-2024-10437.jpg,lost,150812,( -347883),NADEEM ASHRAF,Bahujan Samaj Party
2741,Uttar Pradesh,Sant Kabir Nagar(62),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/DHEER-2024-11116.jpg,lost,5140,( -493555),DHEERAJ SRIVASTAV,Pragatisheel Samaj Party
2742,Uttar Pradesh,Sant Kabir Nagar(62),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAMKR-2024-11089.jpg,lost,4509,( -494186),RAM KRISHNA DWIVEDI,Independent
2743,Uttar Pradesh,Sant Kabir Nagar(62),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/STYAV-2024-11629.jpg,lost,4358,( -494337),SATYVANT PRATAP SINGH,Independent
2744,Uttar Pradesh,Sant Kabir Nagar(62),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/KULDE-2024-11667.jpg,lost,3595,( -495100),KULDEEP,Sardar Patel Siddhant Party
2745,Uttar Pradesh,Sant Kabir Nagar(62),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/MITRA-2024-9918.jpg,lost,2544,( -496151),MITRASEN,Independent
2746,Uttar Pradesh,Sant Kabir Nagar(62),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAJEN-2024-11120.jpg,lost,2239,( -496456),RAJENDRA YADAV URF COLONEL SAHAB,Sarvjan Awaz Party
2747,Uttar Pradesh,Sant Kabir Nagar(62),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/ANAND-2024-11108.jpg,lost,1850,( -496845),ANAND KUMAR GAUTAM,Independent
2748,Uttar Pradesh,Sant Kabir Nagar(62),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SUBHA-2024-11655.jpg,lost,1708,( -496987),SUBHASH CHANDRA DUBEY,Naki Bharatiya Ekta Party
2749,Uttar Pradesh,Sant Kabir Nagar(62),img/nota.jpg,,9227,( -489468),NOTA,None of the Above
2750,Uttar Pradesh,Basti(61),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAMPR-2024-9778.jpg,won,527005,(+ 100994),RAM PRASAD CHAUDHARY,Samajwadi Party
2751,Uttar Pradesh,Basti(61),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/HARIS-2024-9652.jpg,lost,426011,( -100994),HARISH CHANDRA ALIAS HARISH DWIVEDI,Bharatiya Janata Party
2752,Uttar Pradesh,Basti(61),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/LAVKU-2024-11314.jpg,lost,103301,( -423704),LAVKUSH PATEL,Bahujan Samaj Party
2753,Uttar Pradesh,Basti(61),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/PANKA-2024-11148.jpg,lost,4627,( -522378),PANKAJ DUBEY,Log Party
2754,Uttar Pradesh,Basti(61),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/PREMK-2024-10255.jpg,lost,3611,( -523394),PREM KUMAR,Moulik Adhikar Party
2755,Uttar Pradesh,Basti(61),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/HAFIZ-2024-11310.jpg,lost,2988,( -524017),HAFIZ ALI,All India Forward Bloc
2756,Uttar Pradesh,Basti(61),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAMKA-2024-10929.jpg,lost,2645,( -524360),RAM KARAN GAUTAM,Independent
2757,Uttar Pradesh,Basti(61),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/PRAMO-2024-11194.jpg,lost,2557,( -524448),PRAMOD KUMAR,Independent
2758,Uttar Pradesh,Basti(61),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SHAIL-2024-11185.jpg,lost,2364,( -524641),SHAILENDRA KUMAR,Bharat Mahaparivar Party
2759,Uttar Pradesh,Basti(61),img/nota.jpg,,7761,( -519244),NOTA,None of the Above
2760,Uttar Pradesh,Shrawasti(58),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAMSH-2024-9506.jpg,won,511055,(+ 76673),RAM SHIROMANI VERMA,Samajwadi Party
2761,Uttar Pradesh,Shrawasti(58),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SAKET-2024-9598.jpg,lost,434382,( -76673),SAKET MISRA,Bharatiya Janata Party
2762,Uttar Pradesh,Shrawasti(58),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/MUINU-2024-11056.jpg,lost,56251,( -454804),MUINUDDIN AHAMAD KHAN URF HAZI DADDAN KHAN,Bahujan Samaj Party
2763,Uttar Pradesh,Shrawasti(58),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/AHMAD-2024-11221.jpg,lost,15630,( -495425),AHMAD JIYA KHAN,Peace Party
2764,Uttar Pradesh,Shrawasti(58),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SHANT-2024-10384.jpg,lost,4011,( -507044),SHANTI DEVI,Independent
2765,Uttar Pradesh,Shrawasti(58),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SUJEE-2024-20240504014206.jpg,lost,3946,( -507109),SUJEET KUMAR,Independent
2766,Uttar Pradesh,Shrawasti(58),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/YUGAL-2024-10964.jpg,lost,2673,( -508382),YUGAL KISHOR SHUKLA,Aam Janta Party (India)
2767,Uttar Pradesh,Shrawasti(58),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/KRISH-2024-11483.jpg,lost,2267,( -508788),KRISHNA KUMAR MAURYA,Samyak Party
2768,Uttar Pradesh,Shrawasti(58),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/MALIK-2024-11432.jpg,lost,2113,( -508942),MALIK RAM,Independent
2769,Uttar Pradesh,Shrawasti(58),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/ANILK-2024-20240504021015.jpg,lost,1514,( -509541),ANIL KUMAR TIWARI,Independent
2770,Uttar Pradesh,Shrawasti(58),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/HANUM-2024-9762.jpg,lost,1495,( -509560),HANUMAN PRASAD MISHRA,Kisan Mazdoor Sangharsh Party
2771,Uttar Pradesh,Shrawasti(58),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/KUMAR-2024-11408.jpg,lost,1319,( -509736),KUMARI GEETA GAUTAM,Rashtriya Janta Party
2772,Uttar Pradesh,Shrawasti(58),img/nota.jpg,,9872,( -501183),NOTA,None of the Above
2773,Uttar Pradesh,Ambedkar Nagar(55),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/LALJI-2024-9420.jpg,won,544959,(+ 137247),LALJI VERMA,Samajwadi Party
2774,Uttar Pradesh,Ambedkar Nagar(55),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RITES-2024-10332.jpg,lost,407712,( -137247),RITESH PANDEY,Bharatiya Janata Party
2775,Uttar Pradesh,Ambedkar Nagar(55),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/QAMAR-2024-10978.jpg,lost,199499,( -345460),QAMAR HAYAT,Bahujan Samaj Party
2776,Uttar Pradesh,Ambedkar Nagar(55),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/NEELA-2024-9905.jpg,lost,4331,( -540628),NEELAM SINGH,Moolniwasi Samaj Party
2777,Uttar Pradesh,Ambedkar Nagar(55),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SABAN-2024-10361.jpg,lost,3990,( -540969),SHABANA KHATOON,Peace Party
2778,Uttar Pradesh,Ambedkar Nagar(55),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/JAVED-2024-11293.jpg,lost,3860,( -541099),JAVED AHMAD SIDDIQUI,Independent
2779,Uttar Pradesh,Ambedkar Nagar(55),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAMNA-2024-10409.jpg,lost,3413,( -541546),RAM NARESH PRAJAPATI,Bhagidari Party(P)
2780,Uttar Pradesh,Ambedkar Nagar(55),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/VIVEK-2024-9891.jpg,lost,1850,( -543109),VIVEK KUMAR,Bhartiya Shakti Chetna Party
2781,Uttar Pradesh,Ambedkar Nagar(55),img/nota.jpg,,7448,( -537511),NOTA,None of the Above
2782,Uttar Pradesh,Faizabad(54),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/AWDHE-2024-9422.jpg,won,554289,(+ 54567),AWADHESH PRASAD,Samajwadi Party
2783,Uttar Pradesh,Faizabad(54),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/LALLU-2024-9203.jpg,lost,499722,( -54567),LALLU SINGH,Bharatiya Janata Party
2784,Uttar Pradesh,Faizabad(54),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SACHC-2024-9444.jpg,lost,46407,( -507882),SACHIDANAND PANDEY,Bahujan Samaj Party
2785,Uttar Pradesh,Faizabad(54),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/ARVIN-2024-9938.jpg,lost,15367,( -538922),ARVIND SEN,Communist Party of India
2786,Uttar Pradesh,Faizabad(54),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SUNIL-2024-10512.jpg,lost,3827,( -550462),SUNIL KUMAR BHATT,Independent
2787,Uttar Pradesh,Faizabad(54),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/KANCH-2024-9451.jpg,lost,2666,( -551623),KANCHAN YADAV,Moulik Adhikar Party
2788,Uttar Pradesh,Faizabad(54),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/AMBRI-2024-10052.jpg,lost,2218,( -552071),AMBRISH DEV GUPTA,Bharat Mahaparivar Party
2789,Uttar Pradesh,Faizabad(54),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/FAREE-2024-20240506033842.jpg,lost,1780,( -552509),FAREED SALMANI,Independent
2790,Uttar Pradesh,Faizabad(54),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/LALMA-2024-9983.jpg,lost,1717,( -552572),LAL MANI URF L.M. TRIPATHI (BHAI SAHAB),Independent
2791,Uttar Pradesh,Faizabad(54),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/ANILK-2024-10015.jpg,lost,1638,( -552651),ANIL KUMAR RAVAT,Rashtriya Janshakti Samaj Party
2792,Uttar Pradesh,Faizabad(54),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/JAGAT-2024-9953.jpg,lost,1254,( -553035),JAGAT SINGH,Independent
2793,Uttar Pradesh,Faizabad(54),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/BRAJE-2024-9676.jpg,lost,1173,( -553116),BRAJENDRA DUTT TRIPATHI URF B. D. TRIPATHI,Adarshwaadi Congress Party
2794,Uttar Pradesh,Faizabad(54),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/ARUNK-2024-10001.jpg,lost,1067,( -553222),ARUN KUMAR,Independent
2795,Uttar Pradesh,Faizabad(54),img/nota.jpg,,7536,( -546753),NOTA,None of the Above
2796,Uttar Pradesh,Kaushambi(50),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/PUSHP-2024-9997.jpg,won,509787,(+ 103944),PUSHPENDRA SAROJ,Samajwadi Party
2797,Uttar Pradesh,Kaushambi(50),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/VINOD-2024-20240501033519.jpg,lost,405843,( -103944),VINOD KUMAR SONKAR,Bharatiya Janata Party
2798,Uttar Pradesh,Kaushambi(50),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SHUBH-2024-20240506045138.jpg,lost,55858,( -453929),SHUBH NARAYAN,Bahujan Samaj Party
2799,Uttar Pradesh,Kaushambi(50),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/PUSHP-2024-10435.jpg,lost,5184,( -504603),PUSHPENDRA KUMAR SAROJ,Independent
2800,Uttar Pradesh,Kaushambi(50),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/NAREN-2024-10053.jpg,lost,5131,( -504656),NARENDRA KUMAR,Apna Dal (Kamerawadi)
2801,Uttar Pradesh,Kaushambi(50),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SANJA-2024-10061.jpg,lost,4634,( -505153),SANJAY KUMAR,Independent
2802,Uttar Pradesh,Kaushambi(50),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAJEN-2024-9981.jpg,lost,3421,( -506366),RAJENDRA SONKAR URF PANNA BHAIYA,Independent
2803,Uttar Pradesh,Kaushambi(50),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/PRADE-2024-9961.jpg,lost,2541,( -507246),PRADEEP KUMAR,Independent
2804,Uttar Pradesh,Kaushambi(50),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAMES-2024-9494.jpg,lost,2013,( -507774),RAMESHWAR PRASAD,Bhartiya Shakti Chetna Party
2805,Uttar Pradesh,Kaushambi(50),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAMAS-2024-9471.jpg,lost,1950,( -507837),RAM ASREY,Manavtawadi Samaj Party
2806,Uttar Pradesh,Kaushambi(50),img/nota.jpg,,12967,( -496820),NOTA,None of the Above
2807,Uttar Pradesh,Fatehpur(49),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/NARES-2024-10782.jpg,won,500328,(+ 33199),NARESH CHANDRA UTTAM PATEL,Samajwadi Party
2808,Uttar Pradesh,Fatehpur(49),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SADHV-2024-9703.jpg,lost,467129,( -33199),NIRANJAN JYOTI,Bharatiya Janata Party
2809,Uttar Pradesh,Fatehpur(49),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/MANIS-2024-9716.jpg,lost,90970,( -409358),MANISH SINGH SACHAN,Bahujan Samaj Party
2810,Uttar Pradesh,Fatehpur(49),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/BIREN-2024-9721.jpg,lost,7920,( -492408),BIRENDRA SINGH,Independent
2811,Uttar Pradesh,Fatehpur(49),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/KAMLE-2024-9725.jpg,lost,5219,( -495109),KAMLESH KUMAR SINGH,Parivartan Samaj Party
2812,Uttar Pradesh,Fatehpur(49),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/PANKA-2024-10109.jpg,lost,4457,( -495871),PANKAJ AWASTHI,Independent
2813,Uttar Pradesh,Fatehpur(49),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAMKI-2024-10105.jpg,lost,4079,( -496249),RAMKISHOR,Rashtra Uday Party
2814,Uttar Pradesh,Fatehpur(49),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/JITEN-2024-10795.jpg,lost,3336,( -496992),JITENDRA KUMAR MAURYA,Independent
2815,Uttar Pradesh,Fatehpur(49),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/KULDE-2024-10816.jpg,lost,2726,( -497602),KULDEEP KUSHWAHA,Independent
2816,Uttar Pradesh,Fatehpur(49),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAJBA-2024-9502.jpg,lost,2654,( -497674),RAJ BAHADUR,Peoples Party of India (Democratic)
2817,Uttar Pradesh,Fatehpur(49),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/NIRAJ-2024-10096.jpg,lost,2567,( -497761),NIRAJ KUMAR,Akhil Bhartiya Parivar Party
2818,Uttar Pradesh,Fatehpur(49),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAMBI-2024-9709.jpg,lost,2344,( -497984),RAM BIHARI,Bhartiya Shakti Chetna Party
2819,Uttar Pradesh,Fatehpur(49),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/NEERA-2024-9509.jpg,lost,2033,( -498295),NEERAJ LODHI,Vikas Insaf Party
2820,Uttar Pradesh,Fatehpur(49),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/JAYCH-2024-10772.jpg,lost,1604,( -498724),JAY CHANDRA KUMAR,Vishwa Kalyan Rashtriya Manav Samaj Party
2821,Uttar Pradesh,Fatehpur(49),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAJES-2024-9724.jpg,lost,1458,( -498870),RAJESH KUMAR PATEL,Sardar Patel Siddhant Party
2822,Uttar Pradesh,Fatehpur(49),img/nota.jpg,,8120,( -492208),NOTA,None of the Above
2823,Uttar Pradesh,Banda(48),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/KRISH-2024-9526.jpg,won,406567,(+ 71210),KRISHNA DEVI SHIVSHANKER PATEL,Samajwadi Party
2824,Uttar Pradesh,Banda(48),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RKS-2024-9381.jpg,lost,335357,( -71210),R. K. SINGH PATEL,Bharatiya Janata Party
2825,Uttar Pradesh,Banda(48),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/MAYAN-2024-20240504024856.jpg,lost,245745,( -160822),MAYANK DWIVEDI,Bahujan Samaj Party
2826,Uttar Pradesh,Banda(48),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAMCH-2024-9519.jpg,lost,9438,( -397129),RAMCHANDRA SARAS,Communist Party of India
2827,Uttar Pradesh,Banda(48),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/PANCH-2024-9400.jpg,lost,7717,( -398850),PANCHA URF PANCHAMLAL,Bhagidari Party(P)
2828,Uttar Pradesh,Banda(48),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/GULAB-2024-9538.jpg,lost,5907,( -400660),GULAB CHANDER BARMA,Rashtra Uday Party
2829,Uttar Pradesh,Banda(48),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAMCH-2024-9968.jpg,lost,5423,( -401144),RAMCHRAN,Independent
2830,Uttar Pradesh,Banda(48),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SUREN-2024-20240504024824.jpg,lost,4382,( -402185),SURENDRA KUMAR,Swatantra Jantaraj Party
2831,Uttar Pradesh,Banda(48),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SRIRA-2024-9389.jpg,lost,3350,( -403217),SHRIRAM SINGH GAUR,Bhartiya Shakti Chetna Party
2832,Uttar Pradesh,Banda(48),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/DINES-2024-20240506015906.jpg,lost,2508,( -404059),DINESH KUMAR PATEL,Sardar Patel Siddhant Party
2833,Uttar Pradesh,Banda(48),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/BABUL-2024-20240504024806.jpg,lost,2361,( -404206),BABULAL,Log Party
2834,Uttar Pradesh,Banda(48),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/PRAMO-2024-10686.jpg,lost,2142,( -404425),PRAMOD AZAD,Apna Dal (Kamerawadi)
2835,Uttar Pradesh,Banda(48),img/nota.jpg,,13235,( -393332),NOTA,None of the Above
2836,Uttar Pradesh,Hamirpur(47),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/AJEND-2024-20240506072451.jpg,won,490683,(+ 2629),AJENDRA SINGH LODHI,Samajwadi Party
2837,Uttar Pradesh,Hamirpur(47),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/KUNWA-2024-20240506072342.jpg,lost,488054,( -2629),KUNWAR PUSHPENDRA SINGH CHANDEL,Bharatiya Janata Party
2838,Uttar Pradesh,Hamirpur(47),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/NIRDO-2024-20240430050959.jpg,lost,94696,( -395987),NIRDOSH KUMAR DIXIT,Bahujan Samaj Party
2839,Uttar Pradesh,Hamirpur(47),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/ANUPA-2024-9499.jpg,lost,6407,( -484276),ANUPAM KUMAR TRIPATHI,Bhartiya Shakti Chetna Party
2840,Uttar Pradesh,Hamirpur(47),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/BRIJE-2024-20240506072636.jpg,lost,4527,( -486156),BRIJESH KUMAR PAL,Rashtra Uday Party
2841,Uttar Pradesh,Hamirpur(47),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/BHUVA-2024-9837.jpg,lost,4320,( -486363),BHUVANENDRA NARAYAN SINGH,Independent
2842,Uttar Pradesh,Hamirpur(47),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SANTO-2024-20240506072553.jpg,lost,3777,( -486906),SANTOSH KUMAR,Independent
2843,Uttar Pradesh,Hamirpur(47),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/RAJES-2024-9685.jpg,lost,3607,( -487076),RAJESH SINGH,Independent
2844,Uttar Pradesh,Hamirpur(47),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SURES-2024-20240506072757.jpg,lost,2181,( -488502),SURESH KUMAR,Eklavya Samaj Party
2845,Uttar Pradesh,Hamirpur(47),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SANJI-2024-9653.jpg,lost,2003,( -488680),SANJIV KUMAR,Spashtwadi Jan Aadhar Party
2846,Uttar Pradesh,Hamirpur(47),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/DHARM-2024-20240506072715.jpg,lost,1591,( -489092),DHARMRAJ,Al-Hind Party
2847,Uttar Pradesh,Hamirpur(47),img/nota.jpg,,13453,( -477230),NOTA,None of the Above
2848,Uttar Pradesh,Jalaun(45),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/NARAY-2024-9646.jpg,won,530180,(+ 53898),NARAYAN DAS AHIRWAR,Samajwadi Party
2849,Uttar Pradesh,Jalaun(45),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/BHANU-2024-20240426030227.jpg,lost,476282,( -53898),BHANU PRATAP SINGH VERMA,Bharatiya Janata Party
2850,Uttar Pradesh,Jalaun(45),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/SURES-2024-9442.jpg,lost,100248,( -429932),SURESH CHANDRA GAUTAM,Bahujan Samaj Party
2851,Uttar Pradesh,Jalaun(45),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/BRAJM-2024-10296.jpg,lost,4673,( -525507),BRIJ MOHAN,Independent
2852,Uttar Pradesh,Jalaun(45),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/NAGEN-2024-9832.jpg,lost,3212,( -526968),NAGENDRA KUMAR,Bhartiya Shakti Chetna Party
2853,Uttar Pradesh,Jalaun(45),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/PREML-2024-10237.jpg,lost,3200,( -526980),PREMLATA VERMA,Independent
2854,Uttar Pradesh,Jalaun(45),img/nota.jpg,,11154,( -519026),NOTA,None of the Above
2855,Uttar Pradesh,Kannauj(42),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S24/AKHIL-2024-8405.jpg,won,642292,(+ 170922),AKHILESH YADAV,Samajwadi Party
